"","IN","TARGET","FixedAcidity","VolatileAcidity","CitricAcid","ResidualSugar","Chlorides","FreeSulfurDioxide","TotalSulfurDioxide","Density","pH","Sulphates","Alcohol","LabelAppeal","AcidIndex","STARS"
"1",-1.73226211814578,NA,-0.265244008913886,-1.51030924276412,-0.044558127668114,-0.489531120046885,0.119763174300893,-0.0541426797077769,1.22884563875785,-0.336605531132037,2.70862023677099,0.127275957084505,0.498635174321985,-1.11204793733397,-1.33898965894075,-1.26902307229896
"2",-1.7309737088134,NA,0.842764071865384,0.0776721268079838,-1.23934313004644,-0.762864021747329,3.58919766850977,-0.468205679512666,-0.233613342295548,-0.140280653502299,0.242667359822879,0.634629000164766,1.51751472445142,0.0101741115806247,-1.33898965894075,0.416552574962037
"3",-1.73075897392467,NA,0.0196723547150695,1.81871194164005,-0.16055667158834,-1.16678930981576,0.0327857078722581,-0.150757379662251,-0.198159791239709,1.96729140135973,2.09586830977176,0.172374005358306,-0.534013018376765,0.0101741115806247,0.171668368230302,-0.42623524866846
"4",-1.72904109481482,NA,-0.138614513967683,-0.285841680684426,1.73021959431135,-0.134198347836309,-0.75323287763096,0.504842370028824,-0.140547770773969,-0.204717417561194,-0.0114005123475323,1.78462923114669,0.498635174321985,-1.11204793733397,0.171668368230302,-0.42623524866846
"5",-1.72839689014863,NA,0.684477203182632,-0.145538105862794,-0.0329582732760914,-0.128124283354077,-0.0541917585563767,0.270206670139386,-0.300088750525248,1.31086541895857,-0.997781663126776,-0.673214399775462,-1.56666121107552,0.0101741115806247,1.68232639540136,-1.26902307229896
"6",-1.72646427615005,NA,1.6658557890157,-0.362370903314407,-1.69173745133533,-0.122050218871845,1.5468379012596,-1.93812932882002,0.0854686172070108,-1.65510984365881,-0.220632877664342,-0.616841839433211,0.250799608074285,1.13239616049522,0.171668368230302,2.10212822222303
"7",-1.72624954126132,NA,1.33345336478192,0.262617748163771,-0.972546479029923,-0.0248651871561314,3.89200810718724,-0.143856329665503,-0.459629730276528,0.225991479043004,-0.205687708713141,0.251295589837458,-0.547781660946082,0.0101741115806247,3.19298442257241,1.25934039859254
"8",-1.72496113192894,NA,1.39676811225502,1.10443919709356,0.964629204437853,0.804244614668547,-1.13979939509156,0.580753919993053,1.15350684276419,1.50568300386178,-0.325249060322746,-0.244782941174353,0.250799608074285,1.13239616049522,-0.583660645355226,-1.26902307229896
"9",-1.72453166215147,NA,0.716134576919182,-0.00523453104116229,0.280237795308519,-1.71041808097553,0.068220971972813,0.028669920253201,-0.167137934065849,0.225991479043004,0.167941515066875,1.86355081562584,-3.02613732342308,0.0101741115806247,3.19298442257241,-1.26902307229896
"10",-1.72281378304163,NA,-0.51850299880629,-0.132783235424464,0.0018412898999764,-0.398420152813404,-0.0509703709108717,0.0631751702369418,0.036719984505231,-3.31991466010444,2.26026516823497,-1.31586158767713,0.113113182381118,0.0101741115806247,-0.583660645355226,-1.26902307229896
"11",-1.72002222948813,NA,-0.0436423927580318,1.72942784857174,0.15263939699627,-0.568493958315902,-0.0284206573923367,0.0283045960545042,2.04870900692415,0.532348725708983,0.043176413822451,1.25472716392953,0.581247029737884,0.0101741115806247,0.171668368230302,-0.42623524866846
"12",-1.71959275971067,NA,0.304588718344025,-0.681242664272661,-0.311354778684634,1.39646590168617,0.586864382899117,-1.68279047894034,-2.87047120207364,0.0360725955009966,-0.0711811881523351,0.194923029495207,1.15953001764918,1.13239616049522,1.68232639540136,-1.26902307229896
"13",-1.71937802482194,NA,2.77386386979497,-0.375125773752737,-1.74973672329544,-0.125087251112961,-0.0638559214928916,1.45028621958332,0.781244556677869,-0.0709451880822018,-1.4760270695652,-0.0305672118737983,-0.189796954143849,0.0101741115806247,0.926997381815829,0.416552574962037
"14",-1.71916328993321,NA,0.937736193075036,-0.145538105862794,0.013441144291999,-0.261753701963182,-1.02382943985338,0.553149720006061,0.0899003110889908,-1.31973721200724,-0.0114005123475323,0.00843328210447058,-1.73188492190732,0.0101741115806247,0.171668368230302,-1.26902307229896
"15",-1.71830435037828,NA,1.71334184962053,-0.949094943477595,-1.41334094592678,0.0510606188717696,-0.0316420450378417,-1.43435267905741,0.213987739784431,-1.54997617598377,-0.0562360192011347,-1.85703816696274,0.746470740569684,-1.11204793733397,0.926997381815829,-1.26902307229896
"16",-1.71680120615717,NA,0.462875587026778,-0.158292976301124,1.11542731153415,0.773874292257387,-0.0155351068103168,-0.0817468796947695,0.138648943790771,-0.00763889356819795,0.043176413822451,-0.1207633084214,0.911694451401485,-1.11204793733397,2.43765540898688,0.416552574962037
"17",-1.71658647126844,NA,0.0513297284516201,-0.0434991423561528,0.222238523348406,0.0935790702473941,-1.72287055892796,1.01552006978819,2.33233741537087,-0.808388154534012,0.362228711432484,-0.0305672118737983,-0.0796478135893157,-1.11204793733397,0.171668368230302,-0.42623524866846
"18",-1.71508332704732,NA,0.731963263787457,1.09168432665523,-1.44814050910285,-2.04752865973941,1.9978321716303,-0.164559479655747,-2.27662422188832,0.208657612687979,1.12443232794372,0.183648517426756,-1.45651207052098,1.13239616049522,3.94831343615794,-1.26902307229896
"19",-1.7142243874924,NA,0.415389526421952,0.109559302903809,-1.51773963545499,-0.00302483057532374,-0.933630585779239,-0.0472416297110287,-0.0341871176064489,0.132539329998526,0.347283542481283,0.00325632433155246,-0.189796954143849,0.0101741115806247,-0.583660645355226,0.416552574962037
"20",-1.71315071304874,NA,-1.94308481695107,-1.66336768802408,-0.450553031388906,0.0298013931839573,-0.0284206573923367,1.02932216978168,0.200692658138491,-0.00763889356819795,0.138051177164474,1.86355081562584,-0.162259669005215,1.13239616049522,-2.09431867252628,1.25934039859254
"21",-1.71186230371636,NA,0.0355010415833447,-0.171047846739455,0.210638668956383,-1.24423363196422,1.04752281620633,-0.730445579389096,0.985102475248949,0.210918551777767,0.317393204578882,-0.188410380832102,0.774008025708318,-2.23426998624856,0.171668368230302,0.416552574962037
"22",-1.71014442460651,NA,-0.059471079626307,-1.40827027925748,0.0018412898999764,0.333504617295561,-0.273246118450716,-0.0748458296980213,-0.605875628381868,0.155902367259644,-0.145907032908339,-1.23694000319797,-0.382557950114282,0.0101741115806247,-0.583660645355226,-1.26902307229896
"23",-1.70992968971778,NA,-0.471016938201465,0.275372618602101,-0.705749828013403,-0.0977539609429163,0.106877623718873,-0.150757379662251,1.35736476133527,0.114828640461867,1.15432266584612,1.72825667080444,0.250799608074285,2.25461820940981,0.171668368230302,-1.26902307229896
"24",-1.7086412803854,NA,-0.0911284533628576,1.53810479199679,0.616633572677175,-0.601901312968179,-0.0251992697468317,0.159789870191416,0.28046314801413,-1.81262193358055,-0.0562360192011347,-1.22566549112952,-0.355020664975649,-1.11204793733397,-0.583660645355226,-0.42623524866846
"25",-1.70713813616428,NA,0.747791950655733,-0.0690088832328131,0.175839105780316,0.192282618083665,0.841354006894011,0.208097220168653,2.98379641602192,0.956651628225459,-1.5059174074676,-0.515371230817159,-1.40143750024372,0.0101741115806247,-0.583660645355226,0.416552574962037
"26",-1.70649393149809,NA,-1.91142744321452,-0.209312458054445,0.547034446325039,-0.122050218871845,-3.06941059474905,-0.143856329665503,-0.238045036177528,-1.81337557994381,-1.05756233893158,-0.132037820489851,-0.299946094698382,2.25461820940981,-0.583660645355226,0.416552574962037
"27",-1.70606446172063,NA,0.193787910266098,-0.0817637536711433,1.88101770140764,-0.550271764869206,-0.0413062079743567,0.07007622023369,1.58781284319823,0.169091178616727,-0.160852201859539,1.27727618806643,0.416023318906084,-1.11204793733397,0.926997381815829,0.416552574962037
"28",-1.7058497268319,NA,-0.597646433147667,-0.120028364986134,-1.97013395674387,-0.10990208990738,-0.0380848203288517,-1.4757589790379,-0.229181648413568,-0.0340165162823672,0.257612528774079,-0.244782941174353,0.0855758972424846,1.13239616049522,-1.33898965894075,2.10212822222303
"29",-1.70542025705444,NA,0.257102657739199,-0.0307442719178227,-0.00975856449204622,-0.301235121097691,-0.00587094387380181,0.121834095209301,0.856583352671529,-1.76514221269505,-0.713823453053964,1.66060959839374,-0.052110528450682,0.0101741115806247,0.171668368230302,2.10212822222303
"30",-1.70520552216571,NA,-0.930048857381448,0.87485152920362,0.013441144291999,-0.00302483057532374,-0.0541917585563767,-2.5937290785111,0.692610679038269,-0.130483250779896,1.61762290333334,-1.74429304627824,-0.410095235252916,-1.11204793733397,-0.583660645355226,-0.42623524866846
"31",-1.70477605238825,NA,-0.0119850190214812,-0.145538105862794,0.210638668956383,-0.00302483057532374,-0.389216073688896,2.54755316906628,-1.59414336406341,-1.32124450473377,0.043176413822451,0.00843328210447058,0.0855758972424846,0.0101741115806247,0.171668368230302,1.25934039859254
"32",-1.70391711283332,NA,0.130473162792997,-0.209312458054445,1.17342658349426,0.0601717155951177,-0.0155351068103168,0.539347620012565,0.138648943790771,0.0722476209375685,-0.130961863957138,0.848844729465321,-1.84203406246185,1.13239616049522,0.171668368230302,-1.26902307229896
"33",-1.70262870350094,NA,-1.97474219068762,0.0266526450546631,-0.044558127668114,0.142171586105251,0.00379321906271318,0.0493730702434455,0.29375822966007,0.0247679000520646,-1.5955884211748,-0.458998670474908,1.07691816223328,0.0101741115806247,-0.583660645355226,1.25934039859254
"34",-1.70134029416855,NA,-1.73731188766349,0.530470027368705,-1.45974036349487,0.190764101963107,1.11195056911643,1.80914081941423,0.28489484189611,-0.0581331999067485,0.108160839262072,-2.86046974105481,1.62766386500595,0.0101741115806247,-0.583660645355226,-0.42623524866846
"35",-1.70112555927982,NA,0.146301849661272,-0.936340073039265,0.303437504092564,0.151282682828599,1.70790728353485,1.00171796979469,0.0588784539151309,-0.38107066656449,-0.130961863957138,-0.988900737692069,0.0580386121038509,-1.11204793733397,0.926997381815829,-1.26902307229896
"36",-1.70048135461363,NA,-0.059471079626307,-0.234822198931105,0.210638668956383,-0.122050218871845,-0.927187810488229,-0.171460529652496,-0.876208955182647,0.857547131456516,-0.429865242981151,-0.1207633084214,0.0855758972424846,0.0101741115806247,-0.583660645355226,0.416552574962037
"37",-1.69940768016998,NA,-0.106957140231133,-0.0434991423561528,-0.148956817196318,-0.073457703013988,-0.0477489832653667,-0.0679447797012732,-0.987001302232147,0.11897369545981,1.76707459284535,1.00668789842362,-0.355020664975649,1.13239616049522,-0.583660645355226,-0.42623524866846
"38",-1.69919294528125,NA,-0.0278137058897564,-3.39803006763699,1.18502643788628,-1.02708582672442,-0.0509703709108717,-0.419898329535429,-0.100662525836149,0.689860815630732,2.14070381662536,-0.0756652601475993,-0.355020664975649,-1.11204793733397,-0.583660645355226,1.25934039859254
"39",-1.69554245217282,NA,-0.233586635177335,-0.260331939807766,-0.0793576908441819,-0.0187911226738993,-1.67454974424539,-0.0472416297110287,-0.215886566767628,1.12283065132472,0.0334349945060694,3.14884519142917,0.581247029737884,-1.11204793733397,-1.33898965894075,-1.26902307229896
"40",-1.69296563350805,NA,0.130473162792997,-0.949094943477595,-1.74973672329544,-0.115976154389613,1.69824312059834,1.17424421971339,-1.44346577207609,-1.40791383650889,1.48311638277253,0.183648517426756,0.195725037797018,1.13239616049522,0.926997381815829,-1.26902307229896
"41",-1.69146248928694,NA,-0.0436423927580318,1.10443919709356,0.779031534165492,-0.128124283354077,-0.0670773091383966,-0.171460529652496,-0.233613342295548,1.21779009309573,-0.101071526054736,-0.177135868763652,1.73781300556048,-1.11204793733397,-0.583660645355226,-0.42623524866846
"42",-1.69103301950948,NA,-0.930048857381448,-0.0307442719178227,-0.11415725402025,-1.01038214939829,0.0212705317656484,0.0148678202597047,0.143080637672751,-0.0664233099026297,1.12443232794372,0.600805463959416,0.0259939541971519,0.0101741115806247,0.171668368230302,-1.26902307229896
"43",-1.68738252640105,NA,0.209616597134373,0.51133772171121,-0.230155797940476,-0.106865057666264,-1.13013523215504,0.028669920253201,-0.255771811705448,0.0865669018395471,-0.0263456812987333,1.71698215873599,-0.244871524421116,0.0101741115806247,0.926997381815829,-1.26902307229896
"44",-1.68716779151232,NA,0.146301849661272,1.11719406753189,-0.659350410445313,0.218097392133152,-1.30731155265782,-0.889169729314304,0.40898227059155,-0.595106233730882,0.676077259407698,0.0370798605369032,-0.327483379837015,0.0101741115806247,0.926997381815829,-1.26902307229896
"45",-1.6863088519574,NA,-0.0436423927580318,1.32127199454518,-0.00975856449204622,0.464097003663551,-0.0380848203288517,-2.02784297877775,0.0119489353319926,1.4559423438865,-0.0562360192011347,-0.0756652601475993,3.83064667609662,0.0101741115806247,-0.583660645355226,-0.42623524866846
"46",-1.68502044262502,NA,1.14350912236262,-0.00523453104116229,-0.0677578364521593,-0.234420411793138,-0.134726449694001,-0.123153179675258,1.01169263854083,0.0564210473090685,2.15564898557656,-1.93595975144189,0.471097889183351,0.0101741115806247,-1.33898965894075,0.416552574962037
"47",-1.68437623795882,NA,-0.0752997664945824,0.632508990875346,-0.0793576908441819,0.558245003138148,-0.0219778821013268,0.166690920188164,1.00282925077687,-0.721341999577257,-0.0114005123475323,-0.165861356695201,1.29721644334235,0.0101741115806247,-0.583660645355226,-0.42623524866846
